,0,1,i,j,dist
2970,0.9572820663452148,0.0427179038524627,62,43,2924.264864884848
2971,0.9991674423217772,0.0008325227536261,63,43,3136.9636593368436
2972,0.9637361168861388,0.0362639091908931,64,43,3355.7158699746915
2973,2.245595265293332e-09,1.0,65,43,3579.411823191067
2974,0.9636538624763488,0.0363461412489414,66,43,3807.180190114463
2975,0.0026181642897427,0.997381865978241,67,43,4038.33195762805
2976,0.9414423108100892,0.0585576146841049,68,43,4272.317989101467
2977,0.9999797344207764,2.031004623859189e-05,69,43,4508.697040165817
2978,0.9992839694023132,0.0007161130197346,70,43,4359.667543492398
2979,0.9996784925460817,0.0003215410979464,71,43,4153.071687203855
2980,0.998576045036316,0.0014239745214581,72,43,3946.4758309153103
2981,0.0029710596427321,0.9970290064811708,73,43,3740.166181078414
2982,0.8906916379928589,0.1093082949519157,74,43,3533.956228741804
2983,0.4431450963020324,0.5568549036979675,75,43,3327.746276405194
2984,0.9564879536628724,0.0435119830071926,76,43,3121.5363240685833
2985,0.9999864101409912,1.353649167867843e-05,77,43,2915.326371731973
2986,0.9999988079071044,1.2074820006091611e-06,78,43,2709.1164193953628
2987,0.9974862337112428,0.0025137679185718,79,43,2502.9064670587522
2988,0.9982482194900512,0.0017518054228276,80,43,2296.696514722142
2989,0.9983662962913512,0.0016337158158421,81,43,2090.4865623855317
2990,0.9999971389770508,2.825309366016881e-06,82,43,1884.2766100489216
2991,0.9975304007530212,0.0024696260225027,83,43,1678.0666577123116
2992,0.9999616146087646,3.834711969830096e-05,84,43,1471.856705375701
2993,0.9996452331542968,0.0003548004606273,85,43,1265.646753039091
2994,0.9999843835830688,1.558193616801873e-05,86,43,1059.4368007024807
2995,0.9895783066749572,0.0104217221960425,87,43,853.2268483658704
2996,0.9999639987945556,3.597093382268213e-05,88,43,647.0168960292601
2997,0.9999934434890748,6.615565325773787e-06,89,43,440.80694369264984
2998,1.0,3.3032787172260214e-08,90,43,234.59699135603955
2999,0.9999982118606568,1.8092866866936676e-06,91,43,28.38703901942929
3000,1.0,1.012062877947528e-09,92,43,-177.82291331718096
3001,1.0,9.729648198231187e-10,93,43,-384.03286565379125
3002,0.9997305274009703,0.0002695182338356,21,44,-5169.662279887459
3003,0.9999998807907104,6.979315259059149e-08,22,44,-5020.892134514509
3004,0.9999998807907104,6.649643324863065e-08,23,44,-4872.121989141559
3005,0.999180257320404,0.0008196883718483,24,44,-4723.351843768609
3006,0.2855283915996551,0.7144716382026672,25,44,-4574.58169839566
3007,1.0,4.195278791030432e-08,26,44,-4385.7136058016185
3008,0.9990317821502686,0.0009682143572717,27,44,-4174.911441283313
3009,0.9507793188095092,0.0492207109928131,28,44,-3964.1092767650066
3010,0.9999146461486816,8.536865061614662e-05,29,44,-3753.3071122467013
3011,0.9990405440330504,0.0009593747672624,30,44,-3542.5049477283956
3012,0.9779281616210938,0.0220718253403902,31,44,-3331.7027832100894
3013,0.9995286464691162,0.0004714259994216,32,44,-3120.9006186917836
3014,0.9998570680618286,0.0001429137191735,33,44,-2910.098454173478
3015,0.938165009021759,0.0618350058794021,34,44,-2699.296289655172
3016,0.9971713423728944,0.0028286750894039,35,44,-2488.4941251368664
3017,0.9721238017082214,0.0278761554509401,36,44,-2277.6919606185606
3018,0.4824117720127105,0.5175882577896118,37,44,-2066.8897961002544
3019,0.9790434837341307,0.0209565013647079,38,44,-1856.087631581949
3020,0.951956272125244,0.0480436943471431,39,44,-1647.264702468914
3021,0.9997757077217102,0.0002243337949039,40,44,-1451.6787791154452
3022,0.9999849796295166,1.4969426047173329e-05,41,44,-1261.5084146851677
3023,0.978065550327301,0.0219343975186347,42,44,-1071.33805025489
3024,0.996016800403595,0.0039832219481468,43,44,-881.1676858246124
3025,0.9795861840248108,0.0204138457775115,44,44,-690.9973213943349
3026,0.9974094033241272,0.002590634394437,45,44,-500.8269569640572
3027,0.999080777168274,0.0009192519937641,46,44,-310.65659253377964
3028,0.4901368319988251,0.5098631978034973,47,44,-120.48622810350201
3029,0.8244450688362122,0.1755549758672714,48,44,69.68413632677559
3030,0.9998856782913208,0.0001143615008913,49,44,259.8545007570532
3031,0.9632478952407836,0.0367520935833454,50,44,450.02486518733076
3032,0.9797734618186952,0.0202265493571758,51,44,640.1952296176084
3033,0.1029771938920021,0.8970227837562561,52,44,830.365594047886
3034,0.9557560682296752,0.0442439243197441,53,44,1020.5359584781636
3035,0.9898818135261536,0.0101182265207171,54,44,1210.7063229084413
3036,0.9900999665260316,0.0099000269547104,55,44,1400.8766873387187
3037,0.9607386589050292,0.0392612889409065,56,44,1591.0470517689964
3038,0.9406403303146362,0.0593596771359443,57,44,1781.217416199274
3039,0.71671462059021,0.2832853496074676,58,44,1971.3877806295516
3040,0.000128429630422,0.9998716115951538,59,44,2161.6949368493233
3041,0.0803001075983047,0.9196998476982116,60,44,2359.8569871922323
3042,0.9497382640838624,0.0502617135643959,61,44,2568.2673147474347
3043,0.9998409748077391,0.0001589702442288,62,44,2784.6258276472263
3044,0.9990621209144592,0.000937856384553,63,44,3007.2174846525486
3045,0.0590091533958911,0.9409908652305604,64,44,3234.755786763508
3046,0.3818567991256714,0.6181432008743286,65,44,3466.266723724532
3047,0.3622708618640899,0.6377291083335876,66,44,3701.0048635471962
3048,0.0010603701230138,0.9989396929740906,67,44,3938.3932002785095
3049,0.992832899093628,0.0071670799516141,68,44,4177.980014313137
3050,0.0005539017729461,0.9994460940361024,69,44,4419.407765753235
3051,0.8379619121551514,0.162038043141365,70,44,4510.843441585987
3052,0.996598780155182,0.0034011849202215,71,44,4304.287949805222
3053,0.999530553817749,0.0004694492963608,72,44,4098.077997468611
3054,0.9971908926963806,0.0028091405984014,73,44,3891.868045132001
3055,0.9971201419830322,0.0028799332212656,74,44,3685.6580927953905
3056,1.931103721375393e-09,1.0,75,44,3479.44814045878
3057,0.4586943387985229,0.5413057208061218,76,44,3273.2381881221704
3058,0.9995700716972352,0.0004299677093513,77,44,3067.02823578556
3059,0.9819705486297609,0.0180294420570135,78,44,2860.8182834489494
3060,0.0694215670228004,0.9305784106254578,79,44,2654.6083311123393
3061,0.9992151260375975,0.0007848458481021,80,44,2448.398378775729
3062,0.9989027976989746,0.0010972374584525,81,44,2242.1884264391188
3063,0.9914421439170836,0.008557784371078,82,44,2035.9784741025085
3064,0.9999322891235352,6.775093788746744e-05,83,44,1829.7685217658982
3065,0.9974756836891174,0.0025243267882615,84,44,1623.558569429288
3066,0.0988779440522193,0.9011220335960388,85,44,1417.3486170926776
3067,0.9131773710250854,0.0868226066231727,86,44,1211.1386647560673
3068,0.999881625175476,0.000118329655379,87,44,1004.9287124194572
3069,0.999991774559021,8.282473572762683e-06,88,44,798.7187600828469
3070,0.9998961687088012,0.000103804108221,89,44,592.5088077462366
3071,0.9999996423721312,3.2758916290731577e-07,90,44,386.2988554096263
3072,0.9999957084655762,4.330389401729917e-06,91,44,180.08890307301607
3073,1.0,6.881706315908786e-09,92,44,-26.121049263594205
3074,0.6494031548500061,0.3505968451499939,22,45,-5229.22706640475
3075,0.9999501705169678,4.980554876965471e-05,23,45,-5080.4569210318
3076,0.8972787857055664,0.1027212217450141,24,45,-4931.686775658851
3077,1.0,6.307268041183533e-09,25,45,-4741.768816533755
3078,0.9965919256210328,0.0034081065095961,26,45,-4530.966652015449
3079,0.9856385588645936,0.0143614988774061,27,45,-4320.164487497143
3080,0.9871145486831664,0.0128855034708976,28,45,-4109.362322978837
3081,0.9999960660934448,3.99187365474063e-06,29,45,-3898.5601584605315
3082,0.9503507018089294,0.0496493205428123,30,45,-3687.7579939422258
3083,0.9397332668304444,0.0602666847407817,31,45,-3476.95582942392
3084,0.9999581575393676,4.178953167865984e-05,32,45,-3266.1536649056143
3085,0.8823531270027161,0.1176468506455421,33,45,-3055.3515003873085
3086,0.9999523162841796,4.772796091856435e-05,34,45,-2844.5493358690023
3087,0.9984853863716124,0.0015146898804232,35,45,-2633.7471713506966
3088,0.9046658277511596,0.0953341126441955,36,45,-2422.945006832391
3089,0.5708096623420715,0.4291903376579284,37,45,-2212.143078555273
3090,0.706701934337616,0.2932980358600616,38,45,-2006.6790974144321
3091,0.9987881779670716,0.0012118401937186,39,45,-1813.2295172541947
3092,0.999116599559784,0.0008834027103148,40,45,-1623.059152823917
3093,0.9999971389770508,2.8994379590585595e-06,41,45,-1432.8887883936393
3094,0.9973008036613464,0.0026991770137101,42,45,-1242.7184239633618
3095,0.9969571828842164,0.0030428213067352,43,45,-1052.5480595330841
3096,0.9650862812995912,0.0349137634038925,44,45,-862.3776951028065
3097,0.6822547912597656,0.3177452087402344,45,45,-672.2073306725289
3098,0.4301677048206329,0.5698322653770447,46,45,-482.0369662422513
3099,0.8550184369087219,0.1449815332889557,47,45,-291.8666018119737
3100,0.8323488235473633,0.1676511615514755,48,45,-101.69623738169608
3101,0.9999871253967284,1.2906068150186911e-05,49,45,88.47412704858152
3102,0.9999995231628418,4.771014232574089e-07,50,45,278.64449147885915
3103,0.9712775945663452,0.0287223849445581,51,45,468.8148559091367
3104,0.3172219097614288,0.6827781200408936,52,45,658.9852203394144
3105,0.9508472084999084,0.0491528026759624,53,45,849.1555847696919
3106,0.9999853372573853,1.46235024658381e-05,54,45,1039.3259491999695
3107,0.9967742562294006,0.0032256790436804,55,45,1229.4963136302472
3108,0.9986892342567444,0.0013107323320582,56,45,1419.6666780605246
3109,0.9316277503967284,0.0683722272515297,57,45,1609.8370424908023
3110,0.0271168388426303,0.97288316488266,58,45,1800.5235349753139
3111,0.7974276542663574,0.2025723755359649,59,45,2001.7025253518566
3112,0.999665141105652,0.0003348686732351,60,45,2214.2296628850404
3113,0.9992039799690248,0.000796059903223,61,45,2435.135519842787
3114,0.9820890426635742,0.017910985276103,62,45,2662.3352531189607
3115,0.0045610941015183,0.9954388737678528,63,45,2894.3470766305827
3116,0.4240592122077942,0.575940728187561,64,45,3130.101116577546
3117,0.4108183085918426,0.589181661605835,65,45,3368.8118083383642
3118,0.8251495957374573,0.1748503744602203,66,45,3609.8926576838817
3119,0.7766645550727844,0.2233354598283767,67,45,3852.8987788417176
3120,0.7032886743545532,0.2967112958431244,68,45,4097.487644886803
3121,0.0227713324129581,0.9772286415100098,69,45,4343.391877323528
3122,0.4921813309192657,0.5078186988830566,70,45,4590.400091495294
3123,0.9985563158988952,0.0014436623314395,71,45,4455.989813858808
3124,0.989559531211853,0.01044044457376,72,45,4249.779861522197
3125,0.9997345805168152,0.0002654542040545,73,45,4043.5699091855877
3126,0.9998408555984496,0.0001591360196471,74,45,3837.359956848977
3127,0.8932075500488281,0.1067923903465271,75,45,3631.150004512367
3128,0.9979199767112732,0.0020800803322345,76,45,3424.940052175757
3129,0.9973280429840088,0.0026720007881522,77,45,3218.7300998391465
3130,0.996613085269928,0.0033869268372654,78,45,3012.520147502536
3131,0.7084998488426208,0.2915001213550567,79,45,2806.310195165926
3132,0.9993090629577636,0.0006909575895406,80,45,2600.100242829316
3133,0.999429166316986,0.0005707751843146,81,45,2393.8902904927054
3134,0.9428614377975464,0.0571385100483894,82,45,2187.6803381560953
3135,0.9984265565872192,0.0015734086045995,83,45,1981.470385819485
3136,0.9946435689926147,0.0053564659319818,84,45,1775.2604334828748
3137,0.9905062317848206,0.0094937989488244,85,45,1569.0504811462645
3138,0.9998393058776855,0.0001606442820047,86,45,1362.8405288096542
3139,0.2271241694688797,0.7728758454322815,87,45,1156.630576473044
3140,0.9463455080986024,0.0536545254290103,88,45,950.4206241364336
3141,0.9999715089797974,2.851832141459454e-05,89,45,744.2106717998233
3142,0.9999605417251588,3.94130329368636e-05,90,45,538.0007194632132
3143,1.0,1.2970759577513036e-08,91,45,331.7907671266028
3144,1.0,1.980193120587614e-09,92,45,125.58081478999256
3145,1.0,4.8228607774092325e-09,24,46,-5069.029098357988
3146,1.0,9.284359947514531e-10,25,46,-4854.815341493433
3147,0.9998251795768738,0.0001748003123793,26,46,-4644.83368916477
3148,0.9801110625267028,0.0198888760060071,27,46,-4439.684673487522
3149,0.9995073080062866,0.0004926658002659,28,46,-4240.069810746045
3150,0.9999997615814208,2.850966325240734e-07,29,46,-4043.8132046743617
3151,0.9248670339584352,0.0751329213380813,30,46,-3833.011040156056
3152,0.4422797262668609,0.5577202439308167,31,46,-3622.20887563775
3153,0.9306236505508424,0.0693763419985771,32,46,-3411.4067111194445
3154,0.6847242712974548,0.3152757585048675,33,46,-3200.6045466011383
3155,0.9996114373207092,0.0003886318299919,34,46,-2989.8023820828325
3156,0.7690964937210083,0.2309035062789917,35,46,-2779.0002175645272
3157,0.993030607700348,0.0069693666882812,36,46,-2569.0607232994707
3158,0.8465902805328369,0.1534097790718078,37,46,-2366.893533727278
3159,0.6914277672767639,0.3085722327232361,38,46,-2174.7802553929437
3160,0.9970541000366212,0.0029458459466695,39,46,-1984.6098909626662
3161,0.7009755373001099,0.2990244030952453,40,46,-1794.4395265323885
3162,0.9985976815223694,0.0014023628318682,41,46,-1604.269162102111
3163,0.8918516635894775,0.1081482842564582,42,46,-1414.0987976718334
3164,0.9999762773513794,2.3754324502078816e-05,43,46,-1223.9284332415557
3165,0.99918133020401,0.0008186243940144,44,46,-1033.7580688112782
3166,0.9980480670928956,0.0019519774941727,45,46,-843.5877043810005
3167,0.9104427099227904,0.0895572230219841,46,46,-653.417339950723
3168,0.9752060174942015,0.0247940104454755,47,46,-463.24697552044535
3169,0.7390726804733276,0.2609273195266723,48,46,-273.0766110901678
3170,0.975721001625061,0.024278987199068,49,46,-82.90624665989013
3171,0.9983395338058472,0.0016604720149189,50,46,107.26411777038746
3172,0.7387245893478394,0.2612753510475158,51,46,297.43448220066506
3173,0.9998028874397278,0.0001971581514226,52,46,487.6048466309427
3174,0.9959797859191896,0.0040202094241976,53,46,677.7752110612203
3175,0.9999998807907104,1.645102827296796e-07,54,46,867.9455754914978
3176,0.993881344795227,0.0061186482198536,55,46,1058.1159399217754
3177,0.9971327781677246,0.0028672541957348,56,46,1248.286304352053
3178,0.9773988723754884,0.0226011667400598,57,46,1439.7878315918633
3179,0.9999850988388062,1.4937683772586752e-05,58,46,1645.2492212427878
3180,0.9999996423721312,4.059105833675858e-07,59,46,1863.269438379753
3181,0.9999431371688844,5.686679287464358e-05,60,46,2089.921768870787
3182,0.9999830722808838,1.6880749171832576e-05,61,46,2322.680563486938
3183,0.7252881526947021,0.2747118771076202,62,46,2559.880661280912
3184,0.7992068529129028,0.2007931023836136,63,46,2800.3937223183457
3185,0.75092613697052,0.2490738481283188,64,46,3043.4344086902875
3186,0.999494194984436,0.000505743024405,65,46,3288.442336426169
3187,0.9709532856941224,0.0290467776358127,66,46,3535.008486552755
3188,0.9900660514831544,0.0099339419975876,67,46,3782.828174791977
3189,0.7185661792755127,0.2814337909221649,68,46,4031.6702494127667
3190,0.9869371056556702,0.0130629017949104,69,46,4281.356443932226
3191,0.9995760321617126,0.0004239465633872,70,46,4531.747234787042
3192,0.9381336569786072,0.0618663802742958,71,46,4607.691677912395
3193,0.9996356964111328,0.0003643249510787,72,46,4401.481725575784
3194,0.9858294129371644,0.0141706215217709,73,46,4195.271773239175
3195,0.9327433705329896,0.0672565773129463,74,46,3989.0618209025642
3196,0.0326579585671424,0.9673420190811156,75,46,3782.8518685659537
3197,0.9355959892272948,0.0644040331244468,76,46,3576.6419162293437
3198,0.9999161958694458,8.375185279874131e-05,77,46,3370.4319638927336
3199,0.0581410750746727,0.9418588876724244,78,46,3164.222011556123
3200,0.001086515141651,0.9989135265350342,79,46,2958.0120592195126
3201,0.9976119995117188,0.0023880589287728,80,46,2751.8021068829025
3202,0.098569132387638,0.9014309048652648,81,46,2545.5921545462925
3203,0.0914289131760597,0.9085711240768432,82,46,2339.382202209682
3204,0.0095980232581496,0.9904020428657532,83,46,2133.172249873072
3205,0.0503666587173938,0.9496333599090576,84,46,1926.9622975364616
3206,0.999985694885254,1.4264960555010475e-05,85,46,1720.7523451998513
3207,0.999140739440918,0.000859203399159,86,46,1514.542392863241
3208,0.4625788629055023,0.5374211668968201,87,46,1308.3324405266308
3209,0.98936927318573,0.0106307175010442,88,46,1102.1224881900205
3210,0.9982313513755798,0.0017687121871858,89,46,895.9125358534102
3211,0.999723255634308,0.0002767063269857,90,46,689.7025835167999
3212,1.0,9.95173832230023e-10,91,46,483.4926311801896
3213,0.9999998807907104,1.3183861824472842e-07,92,46,277.28267884357933
3214,0.9999998807907104,1.0987587728550353e-07,93,46,71.07272650696908
3215,0.9999970197677612,3.012302613569773e-06,94,46,-135.1372258296412
3216,0.8866342306137085,0.1133658066391944,22,47,-5386.544718091553
3217,1.0,2.363958362394669e-09,26,47,-4499.935999544882
3218,0.4003981649875641,0.5996018052101135,27,47,-4287.860072343779
3219,0.9759331345558168,0.0240668505430221,28,47,-4080.825406703894
3220,0.989081621170044,0.01091836579144,29,47,-3879.6391584785306
3221,0.999947428703308,5.2587693062378094e-05,30,47,-3685.259285314942
3222,0.9759363532066344,0.0240636691451072,31,47,-3498.820372639899
3223,0.9982352256774902,0.0017647695494815,32,47,-3321.6598260508254
3224,0.9967173933982848,0.0032825993839651,33,47,-3155.340869066288
3225,0.9999991655349731,8.535459983249893e-07,34,47,-3001.6662039607268
3226,0.9999995231628418,4.768658072862308e-07,35,47,-2862.6728768757357
3227,0.9879785776138306,0.0120214335620403,36,47,-2727.5910617246127
3228,0.9665963053703308,0.0334037207067012,37,47,-2536.330993531693
3229,0.9998942613601683,0.0001056983455782,38,47,-2346.1606291014155
3230,1.0,4.905338713001584e-08,39,47,-2155.990264671138
3231,0.8617151975631714,0.1382847428321838,40,47,-1965.8199002408603
3232,0.9972990155220032,0.002700982382521,41,47,-1775.6495358105826
3233,0.9025861620903016,0.0974138379096984,42,47,-1585.4791713803052
3234,0.937472403049469,0.0625275745987892,43,47,-1395.3088069500275
3235,0.99978107213974,0.0002189790975535,44,47,-1205.1384425197498
3236,0.9957048296928406,0.0042952243238687,45,47,-1014.9680780894722
3237,0.9997760653495787,0.000223973460379,46,47,-824.7977136591946
3238,0.2659429311752319,0.7340571284294128,47,47,-634.6273492289171
3239,0.5234878659248352,0.4765121638774872,48,47,-444.45698479863944
3240,0.9919397234916688,0.0080602522939443,49,47,-254.2866203683618
3241,0.9195454120635986,0.0804546400904655,50,47,-64.11625593808421
3242,0.9994230270385742,0.0005769756389781,51,47,126.05410849219341
3243,0.2388516366481781,0.7611483931541443,52,47,316.224472922471
3244,0.5910016894340515,0.4089983701705932,53,47,506.3948373527486
3245,0.990757703781128,0.0092422869056463,54,47,696.5652017830263
3246,0.943176805973053,0.0568231791257858,55,47,886.7355662133037
3247,0.9973371624946594,0.0026628635823726,56,47,1079.9245344004366
3248,0.9997512698173524,0.0002487159799784,57,47,1291.9059563296394
3249,0.9987733960151672,0.001226608059369,58,47,1517.5233111883324
3250,0.9999979734420776,2.008540604947484e-06,59,47,1751.5150584565351
3251,0.9952671527862548,0.0047328975051641,60,47,1990.9306868899278
3252,0.6492920517921448,0.3507079482078552,61,47,2234.0270813040743
3253,0.9913654327392578,0.0086346333846449,62,47,2479.7219602205405
3254,0.986862301826477,0.0131377317011356,63,47,2727.3131466701802
3255,0.0016561378724873,0.998343825340271,64,47,2976.3274349439444
3256,0.9209307432174684,0.0790692716836929,65,47,3226.4353395039548
3257,0.9998196959495544,0.0001802854822017,66,47,3477.4008972219467
3258,0.9972012042999268,0.0027987582143396,67,47,3729.0509516497627
3259,0.9937892556190492,0.0062107592821121,68,47,3981.255706432331
3260,0.9999840259552002,1.600639552634675e-05,69,47,4233.916036012051
3261,0.9991543292999268,0.0008456110954284,70,47,4486.954980830541
3262,0.9965853691101074,0.003414633218199,71,47,4740.311909568821
3263,0.9120328426361084,0.0879671275615692,72,47,4553.183589629371
3264,0.999829888343811,0.0001700991706456,73,47,4346.973637292761
3265,0.9877578020095824,0.01224219892174,74,47,4140.76368495615
3266,0.8138028383255005,0.1861971765756607,75,47,3934.5537326195404
3267,0.9847283363342284,0.0152717316523194,76,47,3728.3437802829303
3268,0.9999935626983644,6.392031082214089e-06,77,47,3522.13382794632
3269,0.1551393866539001,0.8448606729507446,78,47,3315.9238756097097
3270,0.0059034079313278,0.9940966367721558,79,47,3109.7139232730997
3271,0.999037504196167,0.0009625573875382,80,47,2903.503970936489
3272,0.9954448938369752,0.0045551126822829,81,47,2697.294018599879
3273,0.125512421131134,0.874487578868866,82,47,2491.0840662632686
3274,0.0019306539325043,0.9980693459510804,83,47,2284.8741139266585
3275,6.665805187756522e-17,1.0,84,47,2078.6641615900485
3276,0.983190655708313,0.0168094150722026,85,47,1872.454209253438
3277,0.9464263319969176,0.053573690354824,86,47,1666.2442569168277
3278,0.9069713354110718,0.0930286273360252,87,47,1460.0343045802174
3279,0.9920687675476074,0.0079312864691019,88,47,1253.824352243607
3280,0.9494879245758056,0.0505120530724525,89,47,1047.6143999069968
3281,0.999402403831482,0.0005976096144877,90,47,841.4044475703867
3282,0.9997325539588928,0.0002674514544196,91,47,635.1944952337764
3283,0.9999940395355223,5.9622425396810286e-06,92,47,428.9845428971661
3284,0.9999984502792358,1.4939942047931254e-06,93,47,222.77459056055582
3285,1.0,1.4488430899461946e-08,94,47,16.564638223945572
3286,1.0,2.843584812062261e-10,95,47,-189.6453141126647
3287,0.0049985288642346,0.995001494884491,16,48,-6700.835768767953
3288,1.0,2.141969268620869e-09,27,48,-4146.294731443967
3289,0.0412439592182636,0.9587560296058656,28,48,-3931.812813448779
3290,0.9998520612716676,0.0001478645426686,29,48,-3722.581899703484
3291,0.9968982934951782,0.0031017649453133,30,48,-3519.538606124388
3292,0.998522937297821,0.0014770311536267,31,48,-3323.817082813072
3293,0.8078033328056335,0.1921966075897216,32,48,-3136.7881662617897
3294,0.994662582874298,0.0053374278359115,33,48,-2960.0999983108677
3295,0.9978943467140198,0.0021056560799479,34,48,-2795.713862325685
3296,0.99863463640213,0.0013653030619025,35,48,-2645.923657250904
3297,0.9998371601104736,0.0001628606114536,36,48,-2513.3404067097636
3298,0.981160581111908,0.0188393853604793,37,48,-2400.816527767168
3299,0.979375422000885,0.0206246078014373,38,48,-2311.283626039868
3300,0.9999995231628418,4.454323914160341e-07,39,48,-2236.5757040306967
3301,0.9734185934066772,0.0265813525766134,40,48,-2137.200273949332
3302,0.9042820930480956,0.0957179367542266,41,48,-1947.0299095190544
3303,0.8967383503913879,0.1032615974545478,42,48,-1756.8595450887767
3304,0.881365180015564,0.1186348125338554,43,48,-1566.6891806584993
3305,0.0090107796713709,0.9909892678260804,44,48,-1376.5188162282216
3306,0.9416189193725586,0.0583811029791832,45,48,-1186.3484517979439
3307,0.086211510002613,0.9137885570526124,46,48,-996.1780873676663
3308,0.42528235912323,0.5747175812721252,47,48,-806.0077229373886
3309,0.999160885810852,0.0008390744333155,48,48,-615.837358507111
3310,0.9877641797065736,0.0122358351945877,49,48,-425.6669940768335
3311,0.995502769947052,0.0044972654432058,50,48,-235.49662964655587
3312,0.9977989792823792,0.002201035618782,51,48,-45.32626521627826
3313,0.8639202117919922,0.1360797733068466,52,48,144.84409921399936
3314,0.9114381670951844,0.0885618403553962,53,48,335.01446364427693
3315,0.922021210193634,0.0779787898063659,54,48,525.1848280745545
3316,0.1795765310525894,0.820423424243927,55,48,722.2388801497742
3317,0.7190069556236267,0.2809930443763733,56,48,945.1671809791112
3318,0.9997888207435608,0.0002112229412887,57,48,1181.5773355984786
3319,0.9987429976463318,0.0012570202816277,58,48,1424.7740171690386
3320,0.9852011799812316,0.0147988060489296,59,48,1671.7981337470144
3321,0.0276867542415857,0.9723132252693176,60,48,1921.1738599096127
3322,0.9971746206283568,0.0028253386262804,61,48,2172.0913885009536
3323,0.6903066039085388,0.3096933662891388,62,48,2424.0719873799126
3324,0.303439199924469,0.696560800075531,63,48,2676.8154587120866
3325,0.0487810559570789,0.9512189626693726,64,48,2930.1244000895254
3326,0.0958873555064201,0.904112696647644,65,48,3183.8638475914763
3327,0.9750682711601256,0.0249317381531,66,48,3437.9384811249897
3328,0.9979530572891236,0.0020468942821025,67,48,3692.279106459857
3329,0.9963394403457642,0.0036605610512197,68,48,3946.8343010569874
3330,0.9998168349266052,0.0001832344569265,69,48,4201.565065544029
3331,0.9999866485595704,1.3332034541235773e-05,70,48,4456.441293229385
3332,0.9922073483467102,0.0077926493249833,71,48,4711.439376666116
3333,0.9877634644508362,0.0122365485876798,72,48,4704.8854536829585
3334,0.9981566071510316,0.0018433365039527,73,48,4498.675501346348
3335,0.9999171495437622,8.28215925139375e-05,74,48,4292.4655490097375
3336,0.947189450263977,0.052810613065958,75,48,4086.2555966731275
3337,0.9998781681060792,0.0001218097895616,76,48,3880.0456443365174
3338,0.9998695850372314,0.0001303562166867,77,48,3673.835691999907
3339,1.7208780263899826e-05,0.9999828338623048,78,48,3467.625739663297
3340,1.0,4.8523162377023255e-08,79,48,3261.4157873266863
3341,0.0012670634314417,0.9987329840660096,80,48,3055.2058349900763
3342,0.9999274015426636,7.25420904927887e-05,81,48,2848.9958826534657
3343,0.9249888062477112,0.0750112235546112,82,48,2642.7859303168557
3344,0.9995766282081604,0.000423352496,83,48,2436.575977980245
3345,0.010343438014388,0.9896565675735474,84,48,2230.366025643635
3346,6.594775925350406e-08,0.9999998807907104,85,48,2024.1560733070248
3347,0.9987911581993104,0.0012088745133951,86,48,1817.9461209704145
3348,0.9999655485153198,3.440362343098968e-05,87,48,1611.7361686338043
3349,0.9893801212310792,0.0106198955327272,88,48,1405.526216297194
3350,0.9575055241584778,0.0424945205450058,89,48,1199.3162639605837
3351,0.977540135383606,0.022459901869297,90,48,993.1063116239734
3352,0.9984766840934752,0.0015233707381412,91,48,786.8963592873631
3353,0.9999982118606568,1.7490176560386317e-06,92,48,580.6864069507528
3354,0.9999996423721312,3.7263049534885805e-07,93,48,374.4764546141426
3355,0.999996304512024,3.648911160780699e-06,94,48,168.26650227753234
3356,1.0,2.9960922631744324e-08,95,48,-37.943450059077925
3357,1.0,1.2593422138440502e-10,27,49,-4016.073704502944
3358,1.0,1.2475083466245707e-10,28,49,-3794.2377363575943
3359,0.0047549470327794,0.9952450394630432,29,49,-3576.968548925193
3360,0.888722836971283,0.1112771406769752,30,49,-3365.150813856639
3361,0.5411683320999146,0.4588316977024078,31,49,-3159.8810104179556
3362,0.9366724491119384,0.0633274987339973,32,49,-2962.520548451943
3363,0.9872474670410156,0.0127525953575968,33,49,-2774.7576470747854
3364,0.9991957545280457,0.0008042242261581,34,49,-2598.6735077727635
3365,0.9799190759658812,0.0200809780508279,35,49,-2436.801181877586
3366,0.9945263266563416,0.0054735918529331,36,49,-2292.1535725164663
3367,0.7163119316101074,0.2836880683898926,37,49,-2168.180804268869
3368,0.9994131326675416,0.0005868963198736,38,49,-2068.603393596752
3369,0.9993740916252136,0.00062589161098,39,49,-1991.68225065007
3370,0.9978381991386414,0.002161870477721,40,49,-1917.0954120569859
3371,0.3332789242267608,0.6667210459709167,41,49,-1842.5085734639015
3372,0.9424839019775392,0.0575160719454288,42,49,-1767.9217348708173
3373,0.8305399417877197,0.1694600582122802,43,49,-1693.334896277733
3374,0.8301787376403809,0.1698212474584579,44,49,-1547.8991899366931
3375,0.9999948740005492,5.073425199952908e-06,45,49,-1357.7288255064154
3376,0.9991175532341005,0.0008824604446999,46,49,-1167.558461076138
3377,0.9336840510368348,0.0663159787654876,47,49,-977.3880966458604
3378,0.9797860980033876,0.0202139671891927,48,49,-787.2177322155827
3379,0.987247109413147,0.0127528514713048,49,49,-597.0473677853051
3380,0.9988217949867249,0.0011781747452914,50,49,-406.87700335502757
3381,0.9999821186065674,1.7927202861756086e-05,51,49,-216.70663892474994
3382,0.9999980926513672,1.929650579768349e-06,52,49,-26.536274494472323
3383,0.1507717818021774,0.8492282032966614,53,49,163.6340899358053
