,0,1,i,j,dist
844,0.999873161315918,0.00012682734814,37,15,3252.37307089673
845,0.9998216032981871,0.0001784582127584,38,15,3401.1432162696797
846,0.9885680675506592,0.0114319268614053,39,15,3549.9133616426293
847,0.99973863363266,0.0002614100521896,40,15,3698.683507015579
848,0.9973973035812378,0.0026026600971817,41,15,3840.8660190091055
849,0.9992722868919371,0.0007277706172317,42,15,3805.9655800289943
850,0.9968829154968262,0.0031171373557299,43,15,3771.065141048883
851,0.9560955166816713,0.0439045391976833,44,15,3736.164702068772
852,0.9999914169311525,8.58044222695753e-06,45,15,3699.1335721684663
853,0.91981440782547,0.0801856368780136,46,15,3589.578379363896
854,0.9999029636383056,9.698084613773972e-05,47,15,3480.0231865593255
855,0.9998407363891602,0.0001591839682077,48,15,3370.4679937547558
856,0.9999935626983644,6.436557669076137e-06,49,15,3260.912800950185
857,0.998928725719452,0.0010713174706324,50,15,3151.357608145615
858,0.9979356527328492,0.002064362866804,51,15,3041.8024153410447
859,0.9968162178993224,0.0031838046852499,52,15,2932.247222536474
860,0.9996731281280518,0.0003269200678914,53,15,2822.692029731904
861,0.9999197721481324,8.02239082986489e-05,54,15,2713.1368369273337
862,0.9868314266204834,0.0131685165688395,55,15,2585.054315804662
863,0.0353578180074691,0.9646422266960144,56,15,2420.4729744019937
864,0.9989873766899108,0.00101258023642,57,15,2255.8916329993253
865,0.9998565912246704,0.0001434323639841,58,15,2091.3102915966574
866,0.9998736381530762,0.000126364044263,59,15,1926.728950193989
867,0.9982649683952332,0.0017350419657304,60,15,1762.1476087913206
868,0.999969720840454,3.0243429137044583e-05,61,15,1597.5662673886525
869,0.9999254941940308,7.454123988281935e-05,62,15,1432.984925985984
870,0.999835729598999,0.0001642565475776,63,15,1268.4035845833157
871,0.9985455274581908,0.0014544920995831,64,15,1103.8222431806475
872,0.9997432827949524,0.0002567598421592,65,15,939.2409017779792
873,0.9994522929191588,0.0005477585946209,66,15,774.6595603753109
874,0.9996432065963744,0.0003568238462321,67,15,610.0782189726426
875,0.9999966621398926,3.352705562065239e-06,68,15,445.4968775699743
876,1.0,1.1862193172174074e-10,69,15,280.915536167306
877,1.0,2.943834731539141e-09,70,15,116.3341947646377
878,1.0,9.080317830978402e-09,2,16,-4679.714354576458
879,0.99960058927536,0.0003994575235992,3,16,-4454.366828888532
880,0.9740299582481384,0.0259700920432806,4,16,-4229.0193032006055
881,0.9256724715232848,0.0743274688720703,5,16,-4003.671777512679
882,0.9991050362586976,0.000894904253073,6,16,-3778.3242518247525
883,0.9741554856300354,0.025844506919384,7,16,-3552.9767261368256
884,0.998835027217865,0.0011650288943201,8,16,-3327.629200448899
885,0.9998867511749268,0.0001132529505412,9,16,-3102.2816747609727
886,0.915355920791626,0.0846440643072128,10,16,-2876.9341490730462
887,0.9200212359428406,0.0799788013100624,11,16,-2651.5866233851193
888,0.9999998807907104,7.963289050394452e-08,12,16,-2426.239097697193
889,0.9523256421089172,0.0476744174957275,13,16,-2200.8915720092664
890,0.9998518228530884,0.0001481899089412,14,16,-1975.5440463213397
891,0.9999998807907104,7.653240885474588e-08,15,16,-1750.1965206334132
892,0.9895092248916626,0.0104907294735312,16,16,-1524.8489949454868
893,0.9863068461418152,0.0136931743472814,17,16,-1299.5014692575603
894,0.9982321858406068,0.001767850248143,18,16,-1074.1539435696336
895,0.999818742275238,0.0001813368289731,19,16,-848.8064178817071
896,0.9992550015449524,0.0007449242402799,20,16,-623.4588921937806
897,0.9999997615814208,2.213621854707526e-07,21,16,-398.111366505854
898,0.9999382495880128,6.173684960231185e-05,22,16,-172.76384081792747
899,0.9983428716659546,0.0016570922452956,23,16,52.58368486999908
900,0.9957213401794434,0.0042786858975887,24,16,277.9312105579256
901,0.9886668920516968,0.0113331545144319,25,16,503.2787362458522
902,0.9961567521095276,0.0038432374130934,26,16,728.6262619337788
903,0.9541895985603333,0.0458104237914085,27,16,953.9737876217054
904,0.999988317489624,1.1633096619334538e-05,28,16,1179.321313309632
905,0.9931083917617798,0.0068915695883333,29,16,1404.6688389975584
906,0.9999868869781494,1.3073686204734258e-05,30,16,1630.0163646854849
907,0.9996032118797302,0.0003967780794482,31,16,1855.3638903734113
908,0.9990631937980652,0.0009367901366204,32,16,2080.7114160613382
909,0.9981009364128112,0.0018990988610312,33,16,2306.0589417492647
910,4.2196483263978735e-05,0.999957799911499,34,16,2531.406467437191
911,0.9306214451789856,0.069378487765789,35,16,2746.4978482605898
912,0.9999980926513672,1.8590196759760147e-06,36,16,2895.2679936335394
913,0.9999998807907104,1.5298243738470776e-07,37,16,3044.038139006489
914,0.994499444961548,0.0055005238391458,38,16,3192.8082843794386
915,0.999975562095642,2.441024116706103e-05,39,16,3341.5784297523883
916,0.9966226816177368,0.0033773379400372,40,16,3490.3485751253374
917,0.9825161695480348,0.0174837857484817,41,16,3639.1187204982875
918,0.999967098236084,3.293100598966703e-05,42,16,3787.888865871237
919,0.9988065958023072,0.0011934625217691,43,16,3936.659011244187
920,0.9979569911956788,0.0020429932046681,44,16,3989.7745586575793
921,0.9993113279342652,0.0006887022755108,45,16,3930.5069927023587
922,0.9999668598175048,3.3143700420623645e-05,46,16,3820.9517998977885
923,0.9998617172241212,0.0001382521004416,47,16,3711.3966070932183
924,0.9997218251228333,0.0002781789225991,48,16,3601.8414142886477
925,0.9993315935134888,0.0006684709805995,49,16,3492.2862214840775
926,0.4827633202075958,0.5172366499900818,50,16,3382.7310286795073
927,0.0112603073939681,0.9887396693229676,51,16,3273.175835874937
928,0.9616669416427612,0.0383330807089805,52,16,3163.6206430703664
929,0.9999958276748656,4.173532943241298e-06,53,16,3054.0654502657962
930,0.9010699391365052,0.0989300534129142,54,16,2944.510257461226
931,0.0130312917754054,0.9869686961174012,55,16,2781.1384356667722
932,0.0744622498750686,0.9255377650260924,56,16,2616.557094264104
933,0.8768229484558105,0.123177021741867,57,16,2451.9757528614355
934,0.9994803071022034,0.0005197079153731,58,16,2287.3944114587675
935,0.9999988079071044,1.189078034258273e-06,59,16,2122.813070056099
936,0.999618649482727,0.0003813297080341,60,16,1958.2317286534308
937,0.9972562193870544,0.0027437426615506,61,16,1793.6503872507624
938,0.9999033212661744,9.66579027590342e-05,62,16,1629.0690458480942
939,0.9998637437820436,0.0001362151961075,63,16,1464.4877044454258
940,0.9996033310890198,0.000396724382881,64,16,1299.9063630427574
941,0.971351146697998,0.0286489017307758,65,16,1135.3250216400893
942,0.99925035238266,0.0007496686303056,66,16,970.7436802374209
943,0.9999923706054688,7.608261512359604e-06,67,16,806.1623388347526
944,0.9999897480010986,1.0226454833173191e-05,68,16,641.5809974320844
945,0.9999855756759644,1.4473481314780656e-05,69,16,476.99965602941603
946,1.0,6.165451260642385e-09,70,16,277.91829496547774
947,1.0,6.02501243340825e-11,71,16,71.32243867693407
948,1.0,2.706890822601337e-10,72,16,-135.27341761160963
949,0.983290672302246,0.0167093966156244,2,17,-4801.182427197741
950,0.0059769288636744,0.9940230250358582,3,17,-4575.834901509815
951,0.9980148077011108,0.0019851403776556,4,17,-4350.487375821888
952,0.9241216778755188,0.0758783742785453,5,17,-4125.139850133962
953,0.9808787107467652,0.019121354445815,6,17,-3899.7923244460353
954,0.9979959726333618,0.0020041037350893,7,17,-3674.444798758109
955,0.9999964237213136,3.60867784365837e-06,8,17,-3449.0972730701824
956,0.9998784065246582,0.0001216257151099,9,17,-3223.749747382256
957,0.9917710423469543,0.0082288989797234,10,17,-2998.402221694329
958,0.99994695186615,5.306758976075798e-05,11,17,-2773.0546960064025
959,0.9794976711273192,0.0205022990703582,12,17,-2547.707170318476
960,0.4674966335296631,0.5325033068656921,13,17,-2322.3596446305496
961,0.9999980926513672,1.8966981087942256e-06,14,17,-2097.0121189426227
962,0.99660325050354,0.0033966845367103,15,17,-1871.6645932546962
963,0.5902606248855591,0.4097393751144409,16,17,-1646.3170675667698
964,0.7598362565040588,0.2401637881994247,17,17,-1420.9695418788433
965,0.9998407363891602,0.0001592752378201,18,17,-1195.6220161909166
966,0.3965301215648651,0.6034699082374573,19,17,-970.2744905029901
967,0.997524082660675,0.0024758686777204,20,17,-744.9269648150636
968,0.9999990463256836,9.102636226998584e-07,21,17,-519.579439127137
969,0.9318751692771912,0.068124882876873,22,17,-294.2319134392105
970,0.8356136679649353,0.1643863171339035,23,17,-68.88438775128394
971,0.998253047466278,0.0017469472950324,24,17,156.4631379366426
972,0.7678505778312683,0.2321494072675705,25,17,381.81066362456914
973,0.9204516410827636,0.0795483365654945,26,17,607.1581893124958
974,0.9066276550292968,0.0933723449707031,27,17,832.5057150004222
975,0.9930602312088012,0.0069398446939885,28,17,1057.8532406883487
976,0.9752838015556335,0.0247161649167537,29,17,1283.2007663762754
977,0.9996329545974731,0.0003670584992505,30,17,1508.5482920642019
978,0.3726781904697418,0.6273218393325806,31,17,1733.8958177521283
979,0.9985693693161012,0.001430585864,32,17,1959.243343440055
980,0.9776642918586732,0.0223356541246175,33,17,2184.5908691279815
981,0.9999873638153076,1.2691363735939376e-05,34,17,2389.3927709973987
982,0.9999836683273317,1.628612335480284e-05,35,17,2538.1629163703483
983,0.9999994039535522,6.282722893047321e-07,36,17,2686.933061743298
984,0.9999982118606568,1.7844565718405647e-06,37,17,2835.7032071162475
985,0.9998213648796082,0.0001786434295354,38,17,2984.473352489197
986,0.99882835149765,0.001171704265289,39,17,3133.243497862147
987,0.5403662323951721,0.4596337676048279,40,17,3282.0136432350964
988,0.9983744621276855,0.0016254985239356,41,17,3430.783788608046
989,0.9999890327453612,1.0979080798279028e-05,42,17,3579.5539339809957
990,0.9999212026596068,7.875507435528561e-05,43,17,3728.3240793539453
991,0.9190496206283568,0.0809504017233848,44,17,3877.0942247268954
992,0.9992603659629822,0.0007396610453724,45,17,4025.8643700998446
993,0.9989283680915833,0.0010716143297031,46,17,4052.325220431681
994,0.9986385703086852,0.0013614051276817,47,17,3942.7700276271107
995,0.999998927116394,1.113310986511351e-06,48,17,3833.21483482254
996,0.9850524067878724,0.0149475913494825,49,17,3723.65964201797
997,0.0889779031276702,0.911022126674652,50,17,3614.1044492133997
998,0.8740015029907227,0.1259984523057937,51,17,3504.549256408829
999,0.8936685919761658,0.1063313633203506,52,17,3394.9940636042593
1000,0.2122285217046737,0.787771463394165,53,17,3285.4388707996886
1001,0.0060412054881453,0.9939588308334352,54,17,3141.8038969315508
1002,0.7313005924224854,0.2686994075775146,55,17,2977.222555528882
1003,0.3551282286643982,0.6448717713356018,56,17,2812.641214126214
1004,0.9334347248077391,0.0665652453899383,57,17,2648.0598727235456
1005,0.9918736815452576,0.0081263342872262,58,17,2483.478531320877
1006,0.9999986886978148,1.3698203247258789e-06,59,17,2318.897189918209
1007,0.995040476322174,0.00495948176831,60,17,2154.315848515541
1008,0.9990052580833436,0.0009947266662493,61,17,1989.7345071128725
1009,0.9989903569221495,0.0010096557671204,62,17,1825.1531657102041
1010,0.976617693901062,0.0233822390437126,63,17,1660.5718243075357
1011,0.9441548585891724,0.0558451600372791,64,17,1495.9904829048676
1012,0.9999157190322876,8.428071305388585e-05,65,17,1331.4091415021992
1013,0.9999946355819702,5.423207312560408e-06,66,17,1166.827800099531
1014,0.9979921579360962,0.0020078937523066,67,17,1002.2464586968628
1015,0.999992609024048,7.366449608525727e-06,68,17,837.6651172941944
1016,0.9999982118606568,1.80817232831032e-06,69,17,635.6900493476111
1017,0.9999995231628418,4.980378207619651e-07,70,17,429.0941930590674
1018,1.0,4.313461046678846e-11,71,17,222.4983367705237
1019,1.0,1.0088457846890719e-10,72,17,15.90248048198
1020,1.0,1.3952289323881926e-09,73,17,-190.69337580656372
1021,0.9996355772018432,0.0003644104290287,2,18,-4922.650499819025
1022,0.0082492036744952,0.9917507767677308,3,18,-4697.302974131098
1023,0.9991625547409058,0.0008375072502531,4,18,-4471.955448443171
1024,0.9339444637298584,0.066055528819561,5,18,-4246.6079227552445
1025,0.9932914972305298,0.0067084655165672,6,18,-4021.260397067318
1026,0.9999853372573853,1.4624534742324611e-05,7,18,-3795.9128713793916
1027,0.9998871088027954,0.000112903813715,8,18,-3570.565345691465
1028,0.9997329115867616,0.0002670534304343,9,18,-3345.2178200035387
1029,0.9990527033805848,0.0009473388199694,10,18,-3119.8702943156118
1030,0.9417123794555664,0.0582876540720462,11,18,-2894.5227686276858
1031,0.9628053307533264,0.0371947176754474,12,18,-2669.175242939759
1032,0.9996315240859984,0.0003684257389977,13,18,-2443.8277172518324
1033,0.9995484948158264,0.0004514502652455,14,18,-2218.480191563906
1034,0.9989938139915466,0.0010062323417514,15,18,-1993.1326658759795
1035,0.9921754002571106,0.0078245690092444,16,18,-1767.7851401880528
1036,0.9890329837799072,0.0109669817611575,17,18,-1542.4376145001263
1037,0.9491915106773376,0.0508085191249847,18,18,-1317.0900888121996
1038,0.6892112493515015,0.3107887804508209,19,18,-1091.7425631242731
1039,0.9889959096908568,0.0110040651634335,20,18,-866.3950374363466
1040,0.8711469769477844,0.128852978348732,21,18,-641.04751174842
1041,0.7648618221282959,0.2351381778717041,22,18,-415.6999860604935
1042,0.89667809009552,0.1033219397068023,23,18,-190.35246037256695
1043,0.9708916544914246,0.0291083231568336,24,18,34.9950653153596
1044,0.9910607933998108,0.0089392559602856,25,18,260.34259100328615
1045,0.991416871547699,0.008583172224462,26,18,485.6901166912127
1046,0.8166128993034363,0.1833870559930801,27,18,711.0376423791392
1047,0.999919891357422,8.005020936252549e-05,28,18,936.3851680670658
1048,0.999853014945984,0.000146983002196,29,18,1161.7326937549924
1049,0.9999709129333496,2.9031483791186478e-05,30,18,1387.0802194429189
1050,0.9758571982383728,0.024142850190401,31,18,1612.4277451308456
1051,0.9999964237213136,3.630528453868465e-06,32,18,1837.775270818772
1052,0.9999997615814208,2.199636099931013e-07,33,18,2032.287693734208
1053,0.9999951124191284,4.903776243736502e-06,34,18,2181.0578391071576
1054,0.999545395374298,0.0004545478732325,35,18,2329.8279844801073
1055,0.9998633861541748,0.0001366267824778,36,18,2478.598129853057
1056,0.999998927116394,1.0687338090065168e-06,37,18,2627.3682752260065
1057,1.0,4.9580144434457913e-08,38,18,2776.138420598956
1058,0.9984976053237916,0.001502446597442,39,18,2924.908565971906
1059,0.9965029954910278,0.0034970017150044,40,18,3073.6787113448554
1060,0.9632277488708496,0.0367722548544406,41,18,3222.448856717805
1061,0.9993244409561156,0.0006755943177267,42,18,3371.2190020907547
1062,0.9982415437698364,0.0017584429588168,43,18,3519.9891474637043
1063,0.9990209341049194,0.0009790741605684,44,18,3668.759292836654
1064,0.9995300769805908,0.0004699852725025,45,18,3817.5294382096035
1065,0.9828045964241028,0.0171953365206718,46,18,3966.299583582553
1066,0.9995812773704528,0.0004187599697615,47,18,4115.069728955503
1067,0.9862948060035706,0.0137052098289132,48,18,4064.588255356433
1068,0.2088199853897094,0.7911800146102905,49,18,3955.0330625518623
1069,0.8026303648948669,0.1973696202039718,50,18,3845.477869747292
1070,0.3325529396533966,0.667447030544281,51,18,3735.922676942722
1071,0.9987773299217224,0.0012226303806528,52,18,3626.3674841381517
1072,0.9925633072853088,0.0074366992339491,53,18,3502.469358196329
1073,0.0852926671504974,0.9147073030471802,54,18,3337.8880167936604
1074,0.9310826659202576,0.0689173713326454,55,18,3173.306675390992
1075,0.9993471503257751,0.0006528958911076,56,18,3008.725333988324
1076,0.9998138546943665,0.0001862024946603,57,18,2844.1439925856557
1077,0.841913640499115,0.1580863147974014,58,18,2679.5626511829873
1078,0.999643087387085,0.0003569195978343,59,18,2514.981309780319
1079,0.2221771627664566,0.7778228521347046,60,18,2350.399968377651
1080,0.0251980535686016,0.9748018980026244,61,18,2185.818626974982
1081,0.4594430029392242,0.5405570268630981,62,18,2021.2372855723142
1082,0.9992524981498718,0.0007474661106243,63,18,1856.6559441696459
1083,0.6654702425003052,0.33452969789505,64,18,1692.0746027669777
1084,0.9997976422309875,0.0002023214910877,65,18,1527.4932613643093
1085,0.9445871114730836,0.0554128400981426,66,18,1362.9119199616412
1086,0.9994341731071472,0.0005658433656208,67,18,1198.3305785589728
1087,0.9919963479042052,0.0080036800354719,68,18,993.4618037297445
1088,0.9999361038208008,6.386177119566128e-05,69,18,786.8659474412008
1089,0.8977367281913757,0.1022632867097854,70,18,580.270091152657
1090,1.0,3.752626653863445e-08,71,18,373.6742348641133
1091,1.0,1.1554997847440518e-08,72,18,167.07837857556964
1092,1.0,1.2009086169939565e-08,73,18,-39.51747771297406
1093,1.0,7.997483786326143e-10,74,18,-246.11333400151776
1094,0.0860813930630683,0.9139185547828674,88,18,-3138.4553220411294
1095,0.8578298091888428,0.1421702057123184,3,19,-4818.771046752381
1096,0.5514669418334961,0.4485330581665039,4,19,-4593.423521064455
1097,0.5372373461723328,0.4627626240253448,5,19,-4368.075995376528
1098,0.9995330572128296,0.0004669675836339,6,19,-4142.728469688602
1099,0.7743880152702332,0.2256119102239608,7,19,-3917.380944000675
1100,0.9953964352607728,0.0046035507693886,8,19,-3692.033418312748
1101,0.999974489212036,2.546922041801736e-05,9,19,-3466.685892624822
1102,0.99835604429245,0.0016439157770946,10,19,-3241.338366936895
1103,0.9989526271820068,0.0010473566362634,11,19,-3015.9908412489685
1104,0.9860690832138062,0.0139309279620647,12,19,-2790.643315561042
1105,0.9780089855194092,0.0219910200685262,13,19,-2565.2957898731156
1106,1.0,1.6482712084098242e-08,14,19,-2339.9482641851887
1107,0.9945894479751588,0.0054105473682284,15,19,-2114.6007384972622
1108,0.9978612065315248,0.0021387648303061,16,19,-1889.2532128093358
1109,0.903209924697876,0.096790112555027,17,19,-1663.9056871214093
1110,0.0434435084462165,0.9565564393997192,18,19,-1438.5581614334826
1111,0.9998779296875,0.0001220095000462,19,19,-1213.2106357455561
1112,0.8578802347183228,0.1421197652816772,20,19,-987.8631100576296
1113,0.0282248314470052,0.9717751741409302,21,19,-762.5155843697031
1114,0.1954623013734817,0.8045377135276794,22,19,-537.1680586817765
1115,0.9605523347854614,0.0394476689398288,23,19,-311.82053299384995
1116,0.9495607018470764,0.0504393242299556,24,19,-86.47300730592342
1117,1.0,2.2945343403080187e-08,25,19,138.87451838200312
1118,0.9999836683273317,1.635360786167439e-05,26,19,364.22204406992967
1119,0.9987664222717284,0.0012335676001384,27,19,589.5695697578562
1120,0.9970525503158568,0.0029474613256752,28,19,814.9170954457828
1121,0.9973036050796508,0.0026963287964463,29,19,1040.2646211337094
1122,0.9997184872627258,0.0002814747858792,30,19,1265.6121468216359
1123,0.9999997615814208,2.870382616038114e-07,31,19,1490.9596725095626
1124,0.9849580526351928,0.0150419222190976,32,19,1675.1826164710171
1125,0.9999713897705078,2.859945379896089e-05,33,19,1823.9527618439668
1126,0.9999366998672484,6.331589975161478e-05,34,19,1972.7229072169164
1127,1.0,2.5836799366629748e-08,35,19,2121.4930525898662
1128,0.9999921321868896,7.91579168435419e-06,36,19,2270.263197962816
1129,0.9999992847442628,7.53841845835268e-07,37,19,2419.0333433357655
1130,0.999998927116394,1.0884810990319238e-06,38,19,2567.803488708715
1131,0.9995296001434326,0.0004704621678683,39,19,2716.5736340816647
1132,0.998824179172516,0.0011757632018998,40,19,2865.3437794546144
1133,0.9486607909202576,0.0513391532003879,41,19,3014.113924827564
1134,0.9720646739006042,0.0279353000223636,42,19,3162.8840702005136
1135,0.2021205276250839,0.7978794574737549,43,19,3311.654215573463
1136,0.4372637867927551,0.5627361536026001,44,19,3460.424360946413
1137,0.9958058595657348,0.0041941422969102,45,19,3609.1945063193625
1138,0.9881824851036072,0.0118174795061349,46,19,3757.964651692312
1139,0.9984416365623474,0.0015583779895678,47,19,3906.734797065262
1140,0.5581474304199219,0.4418525099754333,48,19,4060.7064656288567
1141,0.9114189743995668,0.0885810554027557,49,19,4186.406483085754
1142,0.9999969005584716,3.090407972194953e-06,50,19,4076.8512902811844
1143,0.9996998310089112,0.0003002531884703,51,19,3967.2960974766142
1144,0.996928870677948,0.0030711330473423,52,19,3857.7409046720436
1145,0.9694803357124328,0.0305196549743413,53,19,3698.553478058439
1146,0.9521268606185912,0.0478731356561183,54,19,3533.9721366557706
1147,0.99990713596344,9.290925663663074e-05,55,19,3369.390795253102
1148,0.9920415282249452,0.0079584326595067,56,19,3204.8094538504342
1149,0.9973414540290833,0.0026584952138364,57,19,3040.228112447766
1150,0.9812017679214478,0.0187982339411973,58,19,2875.6467710450975
1151,0.9006823897361755,0.0993175655603408,59,19,2711.065429642429
1152,0.9691969752311708,0.0308030117303133,60,19,2546.4840882397607
1153,0.949927568435669,0.0500724166631698,61,19,2381.9027468370928
1154,0.9999997615814208,1.936778630806657e-07,62,19,2217.3214054344244
1155,0.000805705145467,0.999194324016571,63,19,2052.740064031756
1156,0.1550960540771484,0.8449038863182068,64,19,1888.1587226290876
1157,0.998802661895752,0.0011973275104537,65,19,1723.5773812264194
1158,0.9999959468841552,4.095742042409256e-06,66,19,1557.8294144004215
1159,0.987576961517334,0.0124230720102787,67,19,1351.2335581118778
1160,0.9999605417251588,3.9436643419321626e-05,68,19,1144.637701823334
1161,0.9999901056289672,9.899050382955464e-06,69,19,938.0418455347904
1162,1.0,3.1307280323744635e-08,70,19,731.4459892462467
1163,0.999057948589325,0.0009420081623829,71,19,524.850132957703
1164,1.0,8.757655711733037e-10,72,19,318.25427666915925
1165,1.0,9.569868508751965e-11,73,19,111.65842038061557
1166,1.0,8.308331245210353e-10,74,19,-94.93743590792813
1167,1.0,1.5689773036342558e-08,3,20,-4940.239119373664
1168,0.3076432049274444,0.6923568248748779,4,20,-4714.8915936857375
1169,0.999821126461029,0.000178902191692,5,20,-4489.544067997811
1170,0.4085612595081329,0.5914387702941895,6,20,-4264.1965423098845
1171,0.9774399995803832,0.0225599724799394,7,20,-4038.8490166219576
1172,0.9999402761459352,5.975358726573177e-05,8,20,-3813.501490934031
1173,0.9908952713012696,0.009104736149311,9,20,-3588.1539652461047
1174,0.989050269126892,0.0109497448429465,10,20,-3362.806439558178
1175,0.9607940316200256,0.039205927401781,11,20,-3137.4589138702513
1176,0.9999964237213136,3.5860628031514352e-06,12,20,-2912.1113881823253
1177,0.9999842643737792,1.577469265612308e-05,13,20,-2686.7638624943984
1178,0.9999817609786988,1.8196264136349782e-05,14,20,-2461.416336806472
1179,0.997654139995575,0.0023458828218281,15,20,-2236.0688111185455
1180,0.9999778270721436,2.217203473264817e-05,16,20,-2010.7212854306188
1181,0.9875025749206544,0.0124974539503455,17,20,-1785.3737597426923
1182,0.9719916582107544,0.0280083399266004,18,20,-1560.0262340547656
1183,0.9800651669502258,0.0199348237365484,19,20,-1334.6787083668391
1184,0.8648816347122192,0.1351184248924255,20,20,-1109.3311826789127
1185,0.3222857415676117,0.6777142286300659,21,20,-883.9836569909861
1186,0.7839471697807312,0.2160528004169464,22,20,-658.6361313030595
1187,0.9853805899620056,0.0146193783730268,23,20,-433.288605615133
1188,0.3445086479187011,0.6554914116859436,24,20,-207.94107992720646
1189,0.0025448522064834,0.9974551796913148,25,20,17.406445760720104
1190,0.9986668825149536,0.0013331229565665,26,20,242.75397144864664
1191,0.9946566820144652,0.0053433366119861,27,20,468.1014971365732
1192,0.9969780445098876,0.0030219622422009,28,20,693.4490228244997
1193,0.9993488192558287,0.000651145062875,29,20,918.7965485124263
1194,0.6164273023605347,0.3835727274417877,30,20,1144.1440742003529
1195,0.7964442372322083,0.2035557031631469,31,20,1318.0775392078262
1196,0.9999704360961914,2.95383815682726e-05,32,20,1466.8476845807759
1197,0.9283733367919922,0.071626640856266,33,20,1615.6178299537255
1198,0.9999988079071044,1.1702268238877878e-06,34,20,1764.3879753266754
1199,0.9452112317085266,0.0547887794673442,35,20,1913.158120699625
1200,0.9988247752189636,0.0011752392165362,36,20,2061.9282660725744
1201,0.0006229770369827,0.9993770718574524,37,20,2210.698411445524
1202,0.3718205392360687,0.6281794309616089,38,20,2359.4685568184736
1203,0.4422951638698578,0.5577048659324646,39,20,2508.2387021914233
1204,0.938052773475647,0.0619472451508045,40,20,2657.008847564373
1205,0.0255569349974393,0.9744430780410768,41,20,2805.7789929373225
1206,0.9998655319213868,0.0001344586198683,42,20,2954.549138310272
1207,0.9998936653137208,0.0001063636373146,43,20,3103.319283683222
1208,0.814186692237854,0.1858133226633072,44,20,3252.0894290561714
1209,0.1242955774068832,0.8757044076919556,45,20,3400.859574429121
1210,0.9582503437995912,0.0417496860027313,46,20,3549.6297198020707
1211,0.9987792372703552,0.0012207179097458,47,20,3701.2766716364235
1212,0.9970126152038574,0.0029873745515942,48,20,3863.4441888035603
1213,0.999411940574646,0.0005881276447325,49,20,4035.3469491482388
1214,0.9996204376220704,0.0003795412194449,50,20,4215.794231221444
1215,0.9996368885040284,0.0003631139697972,51,20,4198.669518010506
1216,0.9886426329612732,0.0113574201241135,52,20,4059.218939323217
1217,0.9994353652000428,0.0005646106437779,53,20,3894.637597920549
1218,0.9975382089614868,0.0024617982562631,54,20,3730.0562565178807
1219,0.9887388944625854,0.0112611027434468,55,20,3565.4749151152123
1220,0.997962236404419,0.0020377843175083,56,20,3400.8935737125444
1221,0.9999175071716307,8.252910629380494e-05,57,20,3236.3122323098755
1222,0.9170448184013368,0.0829552114009857,58,20,3071.7308909072076
1223,0.0061336318030953,0.9938663840293884,59,20,2907.149549504539
1224,0.8499084115028381,0.1500915735960006,60,20,2742.568208101871
1225,0.0173475667834281,0.9826524257659912,61,20,2577.9868666992024
1226,0.7619041800498962,0.2380958199501037,62,20,2413.405525296534
1227,0.6959741711616516,0.304025799036026,63,20,2248.824183893866
1228,0.2468352913856506,0.7531647086143494,64,20,2084.2428424911977
1229,0.9965980648994446,0.0034018976148217,65,20,1915.6011687825549
1230,0.9998212456703186,0.000178727263119,66,20,1709.0053124940112
1231,0.9974325299263,0.0025674293283373,67,20,1502.4094562054674
1232,0.999588429927826,0.0004116214113309,68,20,1295.8135999169237
1233,0.999948024749756,5.192254684516229e-05,69,20,1089.21774362838
1234,0.9999946355819702,5.3425355872605e-06,70,20,882.6218873398363
1235,0.9999998807907104,6.222158788204979e-08,71,20,676.0260310512926
1236,0.999267280101776,0.0007327711209654,72,20,469.4301747627489
1237,0.9999998807907104,1.0096960778582799e-07,73,20,262.8343184742052
1238,1.0,9.587101112984442e-10,74,20,56.238462185661504
1239,1.0,1.6662862062366557e-11,75,20,-150.3573941028822
1240,1.0,1.1110964925897804e-10,76,20,-356.9532503914259
1241,1.0,1.9124456185348748e-10,3,21,-5061.707191994947
1242,0.0954198762774467,0.904580056667328,4,21,-4836.35966630702
1243,0.9711605310440063,0.0288394801318645,5,21,-4611.012140619094
1244,0.9998008608818054,0.0001991020399145,6,21,-4385.664614931167
1245,0.9999988079071044,1.1876896905960166e-06,7,21,-4160.317089243241
1246,0.9949947595596312,0.0050052572041749,8,21,-3934.9695635553144
1247,0.9998586177825928,0.0001413529826095,9,21,-3709.622037867388
1248,0.9197708368301392,0.0802291855216026,10,21,-3484.2745121794615
1249,0.9975346326828004,0.0024653936270624,11,21,-3258.9269864915345
1250,0.99995219707489,4.775331399287097e-05,12,21,-3033.579460803608
1251,0.9976894855499268,0.0023105314467102,13,21,-2808.2319351156816
1252,0.9838395714759828,0.0161603763699531,14,21,-2582.884409427755
1253,0.9945524334907532,0.0054475720971822,15,21,-2357.536883739828
1254,0.7578861117362976,0.2421138286590576,16,21,-2132.1893580519018
1255,0.99980491399765,0.0001950648147612,17,21,-1906.8418323639753
1256,0.788605809211731,0.2113942503929138,18,21,-1681.4943066760486
1257,0.9994944334030152,0.0005055585061199,19,21,-1456.1467809881221
1258,0.9995976090431212,0.0004024326626677,20,21,-1230.7992553001957
1259,0.9999014139175416,9.8580181656871e-05,21,21,-1005.4517296122691
1260,0.3945728540420532,0.6054271459579468,22,21,-780.1042039243425
